Type,EDI_Std_Nomenclature,AISC_Manual_Label,EDI_Std_Nomenclature,AISC_Manual_Label
HSS,HSS3-1/2X3-1/2X.125,HSS3-1/2X3-1/2X1/8,HSS88.9X88.9X3.2,HSS88.9X88.9X3.2
HSS,HSS3-1/2X2-1/2X.375,HSS3-1/2X2-1/2X3/8,HSS88.9X63.5X9.5,HSS88.9X63.5X9.5
HSS,HSS3-1/2X2-1/2X.313,HSS3-1/2X2-1/2X5/16,HSS88.9X63.5X7.9,HSS88.9X63.5X7.9
HSS,HSS3-1/2X2-1/2X.250,HSS3-1/2X2-1/2X1/4,HSS88.9X63.5X6.4,HSS88.9X63.5X6.4
HSS,HSS3-1/2X2-1/2X.188,HSS3-1/2X2-1/2X3/16,HSS88.9X63.5X4.8,HSS88.9X63.5X4.8
HSS,HSS3-1/2X2-1/2X.125,HSS3-1/2X2-1/2X1/8,HSS88.9X63.5X3.2,HSS88.9X63.5X3.2
HSS,HSS3-1/2X2X.250,HSS3-1/2X2X1/4,HSS88.9X50.8X6.4,HSS88.9X50.8X6.4
HSS,HSS3-1/2X2X.188,HSS3-1/2X2X3/16,HSS88.9X50.8X4.8,HSS88.9X50.8X4.8
HSS,HSS3-1/2X2X.125,HSS3-1/2X2X1/8,HSS88.9X50.8X3.2,HSS88.9X50.8X3.2
HSS,HSS3-1/2X1-1/2X.250,HSS3-1/2X1-1/2X1/4,HSS88.9X38.1X6.4,HSS88.9X38.1X6.4
HSS,HSS3-1/2X1-1/2X.188,HSS3-1/2X1-1/2X3/16,HSS88.9X38.1X4.8,HSS88.9X38.1X4.8
HSS,HSS3-1/2X1-1/2X.125,HSS3-1/2X1-1/2X1/8,HSS88.9X38.1X3.2,HSS88.9X38.1X3.2
HSS,HSS3X3X.375,HSS3X3X3/8,HSS76.2X76.2X9.5,HSS76.2X76.2X9.5
HSS,HSS3X3X.313,HSS3X3X5/16,HSS76.2X76.2X7.9,HSS76.2X76.2X7.9
HSS,HSS3X3X.250,HSS3X3X1/4,HSS76.2X76.2X6.4,HSS76.2X76.2X6.4
HSS,HSS3X3X.188,HSS3X3X3/16,HSS76.2X76.2X4.8,HSS76.2X76.2X4.8
HSS,HSS3X3X.125,HSS3X3X1/8,HSS76.2X76.2X3.2,HSS76.2X76.2X3.2
HSS,HSS3X2-1/2X.313,HSS3X2-1/2X5/16,HSS76.2X63.5X7.9,HSS76.2X63.5X7.9
HSS,HSS3X2-1/2X.250,HSS3X2-1/2X1/4,HSS76.2X63.5X6.4,HSS76.2X63.5X6.4
HSS,HSS3X2-1/2X.188,HSS3X2-1/2X3/16,HSS76.2X63.5X4.8,HSS76.2X63.5X4.8
HSS,HSS3X2-1/2X.125,HSS3X2-1/2X1/8,HSS76.2X63.5X3.2,HSS76.2X63.5X3.2
HSS,HSS3X2X.313,HSS3X2X5/16,HSS76.2X50.8X7.9,HSS76.2X50.8X7.9
HSS,HSS3X2X.250,HSS3X2X1/4,HSS76.2X50.8X6.4,HSS76.2X50.8X6.4
HSS,HSS3X2X.188,HSS3X2X3/16,HSS76.2X50.8X4.8,HSS76.2X50.8X4.8
HSS,HSS3X2X.125,HSS3X2X1/8,HSS76.2X50.8X3.2,HSS76.2X50.8X3.2
HSS,HSS3X1-1/2X.250,HSS3X1-1/2X1/4,HSS76.2X38.1X6.4,HSS76.2X38.1X6.4
HSS,HSS3X1-1/2X.188,HSS3X1-1/2X3/16,HSS76.2X38.1X4.8,HSS76.2X38.1X4.8
HSS,HSS3X1-1/2X.125,HSS3X1-1/2X1/8,HSS76.2X38.1X3.2,HSS76.2X38.1X3.2
HSS,HSS3X1X.188,HSS3X1X3/16,HSS76.2X25.4X4.8,HSS76.2X25.4X4.8
HSS,HSS3X1X.125,HSS3X1X1/8,HSS76.2X25.4X3.2,HSS76.2X25.4X3.2
HSS,HSS2-1/2X2-1/2X.313,HSS2-1/2X2-1/2X5/16,HSS63.5X63.5X7.9,HSS63.5X63.5X7.9
HSS,HSS2-1/2X2-1/2X.250,HSS2-1/2X2-1/2X1/4,HSS63.5X63.5X6.4,HSS63.5X63.5X6.4
HSS,HSS2-1/2X2-1/2X.188,HSS2-1/2X2-1/2X3/16,HSS63.5X63.5X4.8,HSS63.5X63.5X4.8
HSS,HSS2-1/2X2-1/2X.125,HSS2-1/2X2-1/2X1/8,HSS63.5X63.5X3.2,HSS63.5X63.5X3.2
HSS,HSS2-1/2X2X.250,HSS2-1/2X2X1/4,HSS63.5X50.8X6.4,HSS63.5X50.8X6.4
HSS,HSS2-1/2X2X.188,HSS2-1/2X2X3/16,HSS63.5X50.8X4.8,HSS63.5X50.8X4.8
HSS,HSS2-1/2X2X.125,HSS2-1/2X2X1/8,HSS63.5X50.8X3.2,HSS63.5X50.8X3.2
HSS,HSS2-1/2X1-1/2X.250,HSS2-1/2X1-1/2X1/4,HSS63.5X38.1X6.4,HSS63.5X38.1X6.4
HSS,HSS2-1/2X1-1/2X.188,HSS2-1/2X1-1/2X3/16,HSS63.5X38.1X4.8,HSS63.5X38.1X4.8
HSS,HSS2-1/2X1-1/2X.125,HSS2-1/2X1-1/2X1/8,HSS63.5X38.1X3.2,HSS63.5X38.1X3.2
HSS,HSS2-1/2X1X.188,HSS2-1/2X1X3/16,HSS63.5X25.4X4.8,HSS63.5X25.4X4.8
HSS,HSS2-1/2X1X.125,HSS2-1/2X1X1/8,HSS63.5X25.4X3.2,HSS63.5X25.4X3.2
HSS,HSS2-1/4X2-1/4X.250,HSS2-1/4X2-1/4X1/4,HSS57.2X57.2X6.4,HSS57.2X57.2X6.4
HSS,HSS2-1/4X2-1/4X.188,HSS2-1/4X2-1/4X3/16,HSS57.2X57.2X4.8,HSS57.2X57.2X4.8
HSS,HSS2-1/4X2-1/4X.125,HSS2-1/4X2-1/4X1/8,HSS57.2X57.2X3.2,HSS57.2X57.2X3.2
HSS,HSS2-1/4X2X.188,HSS2-1/4X2X3/16,HSS57.2X50.8X4.8,HSS57.2X50.8X4.8
HSS,HSS2-1/4X2X.125,HSS2-1/4X2X1/8,HSS57.2X50.8X3.2,HSS57.2X50.8X3.2
HSS,HSS2X2X.250,HSS2X2X1/4,HSS50.8X50.8X6.4,HSS50.8X50.8X6.4
HSS,HSS2X2X.188,HSS2X2X3/16,HSS50.8X50.8X4.8,HSS50.8X50.8X4.8
HSS,HSS2X2X.125,HSS2X2X1/8,HSS50.8X50.8X3.2,HSS50.8X50.8X3.2
HSS,HSS2X1-1/2X.188,HSS2X1-1/2X3/16,HSS50.8X38.1X4.8,HSS50.8X38.1X4.8
HSS,HSS2X1-1/2X.125,HSS2X1-1/2X1/8,HSS50.8X38.1X3.2,HSS50.8X38.1X3.2
HSS,HSS2X1X.188,HSS2X1X3/16,HSS50.8X25.4X4.8,HSS50.8X25.4X4.8
HSS,HSS2X1X.125,HSS2X1X1/8,HSS50.8X25.4X3.2,HSS50.8X25.4X3.2
HSS,HSS20X.500,HSS20.000X0.500,HSS508X12.7,HSS508X12.7
HSS,HSS20X.375,HSS20.000X0.375,HSS508X9.5,HSS508X9.5
HSS,HSS18X.500,HSS18.000X0.500,HSS457.2X12.7,HSS457.2X12.7
HSS,HSS18X.375,HSS18.000X0.375,HSS457.2X9.5,HSS457.2X9.5
HSS,HSS16X.625,HSS16.000X0.625,HSS406.4X15.9,HSS406.4X15.9
HSS,HSS16X.500,HSS16.000X0.500,HSS406.4X12.7,HSS406.4X12.7
HSS,HSS16X.438,HSS16.000X0.438,HSS406.4X11.1,HSS406.4X11.1
HSS,HSS16X.375,HSS16.000X0.375,HSS406.4X9.5,HSS406.4X9.5
HSS,HSS16X.312,HSS16.000X0.312,HSS406.4X7.9,HSS406.4X7.9
HSS,HSS16X.250,HSS16.000X0.250,HSS406.4X6.4,HSS406.4X6.4
HSS,HSS14X.625,HSS14.000X0.625,HSS355.6X15.9,HSS355.6X15.9
HSS,HSS14X.500,HSS14.000X0.500,HSS355.6X12.7,HSS355.6X12.7
HSS,HSS14X.375,HSS14.000X0.375,HSS355.6X9.5,HSS355.6X9.5
HSS,HSS14X.312,HSS14.000X0.312,HSS355.6X7.9,HSS355.6X7.9
HSS,HSS14X.250,HSS14.000X0.250,HSS355.6X6.4,HSS355.6X6.4
HSS,HSS12.75X.500,HSS12.750X0.500,HSS323.9X12.7,HSS323.9X12.7
HSS,HSS12.75X.375,HSS12.750X0.375,HSS323.9X9.5,HSS323.9X9.5
HSS,HSS12.75X.250,HSS12.750X0.250,HSS323.9X6.4,HSS323.9X6.4
HSS,HSS10.75X.500,HSS10.750X0.500,HSS273.1X12.7,HSS273.1X12.7
HSS,HSS10.75X.375,HSS10.750X0.375,HSS273.1X9.5,HSS273.1X9.5
HSS,HSS10.75X.250,HSS10.750X0.250,HSS273.1X6.4,HSS273.1X6.4
HSS,HSS10X.625,HSS10.000X0.625,HSS254X15.9,HSS254X15.9
HSS,HSS10X.500,HSS10.000X0.500,HSS254X12.7,HSS254X12.7
HSS,HSS10X.375,HSS10.000X0.375,HSS254X9.5,HSS254X9.5
HSS,HSS10X.312,HSS10.000X0.312,HSS254X7.9,HSS254X7.9
HSS,HSS10X.250,HSS10.000X0.250,HSS254X6.4,HSS254X6.4
HSS,HSS10X.188,HSS10.000X0.188,HSS254X4.8,HSS254X4.8
HSS,HSS9.625X.500,HSS9.625X0.500,HSS244.5X12.7,HSS244.5X12.7
HSS,HSS9.625X.375,HSS9.625X0.375,HSS244.5X9.5,HSS244.5X9.5
HSS,HSS9.625X.312,HSS9.625X0.312,HSS244.5X7.9,HSS244.5X7.9
HSS,HSS9.625X.250,HSS9.625X0.250,HSS244.5X6.4,HSS244.5X6.4
HSS,HSS9.625X.188,HSS9.625X0.188,HSS244.5X4.8,HSS244.5X4.8
HSS,HSS8.625X.625,HSS8.625X0.625,HSS219.1X15.9,HSS219.1X15.9
HSS,HSS8.625X.500,HSS8.625X0.500,HSS219.1X12.7,HSS219.1X12.7
HSS,HSS8.625X.375,HSS8.625X0.375,HSS219.1X9.5,HSS219.1X9.5
HSS,HSS8.625X.322,HSS8.625X0.322,HSS219.1X8.2,HSS219.1X8.2
HSS,HSS8.625X.250,HSS8.625X0.250,HSS219.1X6.4,HSS219.1X6.4
HSS,HSS8.625X.188,HSS8.625X0.188,HSS219.1X4.8,HSS219.1X4.8
HSS,HSS7.625X.375,HSS7.625X0.375,HSS193.7X9.5,HSS193.7X9.5
HSS,HSS7.625X.328,HSS7.625X0.328,HSS193.7X8.3,HSS193.7X8.3
HSS,HSS7.5X.500,HSS7.500X0.500,HSS190.5X12.7,HSS190.5X12.7
HSS,HSS7.5X.375,HSS7.500X0.375,HSS190.5X9.5,HSS190.5X9.5
HSS,HSS7.5X.312,HSS7.500X0.312,HSS190.5X7.9,HSS190.5X7.9
HSS,HSS7.5X.250,HSS7.500X0.250,HSS190.5X6.4,HSS190.5X6.4
HSS,HSS7.5X.188,HSS7.500X0.188,HSS190.5X4.8,HSS190.5X4.8
HSS,HSS7X.500,HSS7.000X0.500,HSS177.8X12.7,HSS177.8X12.7
HSS,HSS7X.375,HSS7.000X0.375,HSS177.8X9.5,HSS177.8X9.5
HSS,HSS7X.312,HSS7.000X0.312,HSS177.8X7.9,HSS177.8X7.9
HSS,HSS7X.250,HSS7.000X0.250,HSS177.8X6.4,HSS177.8X6.4
HSS,HSS7X.188,HSS7.000X0.188,HSS177.8X4.8,HSS177.8X4.8
HSS,HSS7X.125,HSS7.000X0.125,HSS177.8X3.2,HSS177.8X3.2
HSS,HSS6.875X.500,HSS6.875X0.500,HSS174.6X12.7,HSS174.6X12.7
HSS,HSS6.875X.375,HSS6.875X0.375,HSS174.6X9.5,HSS174.6X9.5
HSS,HSS6.875X.312,HSS6.875X0.312,HSS174.6X7.9,HSS174.6X7.9
HSS,HSS6.875X.250,HSS6.875X0.250,HSS174.6X6.4,HSS174.6X6.4
HSS,HSS6.875X.188,HSS6.875X0.188,HSS174.6X4.8,HSS174.6X4.8
HSS,HSS6.625X.500,HSS6.625X0.500,HSS168.3X12.7,HSS168.3X12.7
HSS,HSS6.625X.432,HSS6.625X0.432,HSS168.3X11,HSS168.3X11
HSS,HSS6.625X.375,HSS6.625X0.375,HSS168.3X9.5,HSS168.3X9.5
HSS,HSS6.625X.312,HSS6.625X0.312,HSS168.3X7.9,HSS168.3X7.9
HSS,HSS6.625X.280,HSS6.625X0.280,HSS168.3X7.1,HSS168.3X7.1
HSS,HSS6.625X.250,HSS6.625X0.250,HSS168.3X6.4,HSS168.3X6.4
HSS,HSS6.625X.188,HSS6.625X0.188,HSS168.3X4.8,HSS168.3X4.8
HSS,HSS6.625X.125,HSS6.625X0.125,HSS168.3X3.2,HSS168.3X3.2
HSS,HSS6X.500,HSS6.000X0.500,HSS152.4X12.7,HSS152.4X12.7
HSS,HSS6X.375,HSS6.000X0.375,HSS152.4X9.5,HSS152.4X9.5
HSS,HSS6X.312,HSS6.000X0.312,HSS152.4X7.9,HSS152.4X7.9
HSS,HSS6X.280,HSS6.000X0.280,HSS152.4X7.1,HSS152.4X7.1
HSS,HSS6X.250,HSS6.000X0.250,HSS152.4X6.4,HSS152.4X6.4
HSS,HSS6X.188,HSS6.000X0.188,HSS152.4X4.8,HSS152.4X4.8
HSS,HSS6X.125,HSS6.000X0.125,HSS152.4X3.2,HSS152.4X3.2
HSS,HSS5.563X.500,HSS5.563X0.500,HSS141.3X12.7,HSS141.3X12.7
HSS,HSS5.563X.375,HSS5.563X0.375,HSS141.3X9.5,HSS141.3X9.5
HSS,HSS5.563X.258,HSS5.563X0.258,HSS141.3X6.6,HSS141.3X6.6
HSS,HSS5.563X.188,HSS5.563X0.188,HSS141.3X4.8,HSS141.3X4.8
HSS,HSS5.563X.134,HSS5.563X0.134,HSS141.3X3.4,HSS141.3X3.4
HSS,HSS5.5X.500,HSS5.500X0.500,HSS139.7X12.7,HSS139.7X12.7
HSS,HSS5.5X.375,HSS5.500X0.375,HSS139.7X9.5,HSS139.7X9.5
HSS,HSS5.5X.258,HSS5.500X0.258,HSS139.7X6.6,HSS139.7X6.6
HSS,HSS5X.500,HSS5.000X0.500,HSS127X12.7,HSS127X12.7
HSS,HSS5X.375,HSS5.000X0.375,HSS127X9.5,HSS127X9.5
HSS,HSS5X.312,HSS5.000X0.312,HSS127X7.9,HSS127X7.9
HSS,HSS5X.258,HSS5.000X0.258,HSS127X6.6,HSS127X6.6
HSS,HSS5X.250,HSS5.000X0.250,HSS127X6.4,HSS127X6.4
HSS,HSS5X.188,HSS5.000X0.188,HSS127X4.8,HSS127X4.8
HSS,HSS5X.125,HSS5.000X0.125,HSS127X3.2,HSS127X3.2
HSS,HSS4.5X.375,HSS4.500X0.375,HSS114.3X9.5,HSS114.3X9.5
HSS,HSS4.5X.337,HSS4.500X0.337,HSS114.3X8.6,HSS114.3X8.6
HSS,HSS4.5X.237,HSS4.500X0.237,HSS114.3X6,HSS114.3X6
HSS,HSS4.5X.188,HSS4.500X0.188,HSS114.3X4.8,HSS114.3X4.8
HSS,HSS4.5X.125,HSS4.500X0.125,HSS114.3X3.2,HSS114.3X3.2
HSS,HSS4X.313,HSS4.000X0.313,HSS101.6X8,HSS101.6X8
HSS,HSS4X.250,HSS4.000X0.250,HSS101.6X6.4,HSS101.6X6.4
HSS,HSS4X.237,HSS4.000X0.237,HSS101.6X6,HSS101.6X6
HSS,HSS4X.226,HSS4.000X0.226,HSS101.6X5.7,HSS101.6X5.7
HSS,HSS4X.220,HSS4.000X0.220,HSS101.6X5.6,HSS101.6X5.6
HSS,HSS4X.188,HSS4.000X0.188,HSS101.6X4.8,HSS101.6X4.8
HSS,HSS4X.125,HSS4.000X0.125,HSS101.6X3.2,HSS101.6X3.2
HSS,HSS3.5X.313,HSS3.500X0.313,HSS88.9X8,HSS88.9X8
HSS,HSS3.5X.300,HSS3.500X0.300,HSS88.9X7.6,HSS88.9X7.6
HSS,HSS3.5X.250,HSS3.500X0.250,HSS88.9X6.4,HSS88.9X6.4
HSS,HSS3.5X.216,HSS3.500X0.216,HSS88.9X5.5,HSS88.9X5.5
HSS,HSS3.5X.203,HSS3.500X0.203,HSS88.9X5.2,HSS88.9X5.2
HSS,HSS3.5X.188,HSS3.500X0.188,HSS88.9X4.8,HSS88.9X4.8
HSS,HSS3.5X.125,HSS3.500X0.125,HSS88.9X3.2,HSS88.9X3.2
HSS,HSS3X.250,HSS3.000X0.250,HSS76.2X6.4,HSS76.2X6.4
HSS,HSS3X.216,HSS3.000X0.216,HSS76.2X5.5,HSS76.2X5.5
HSS,HSS3X.203,HSS3.000X0.203,HSS76.2X5.2,HSS76.2X5.2
HSS,HSS3X.188,HSS3.000X0.188,HSS76.2X4.8,HSS76.2X4.8
HSS,HSS3X.152,HSS3.000X0.152,HSS76.2X3.9,HSS76.2X3.9
HSS,HSS3X.134,HSS3.000X0.134,HSS76.2X3.4,HSS76.2X3.4
HSS,HSS3X.125,HSS3.000X0.125,HSS76.2X3.2,HSS76.2X3.2
HSS,HSS2.875X.250,HSS2.875X0.250,HSS73X6.4,HSS73X6.4
HSS,HSS2.875X.203,HSS2.875X0.203,HSS73X5.2,HSS73X5.2
HSS,HSS2.875X.188,HSS2.875X0.188,HSS73X4.8,HSS73X4.8
HSS,HSS2.875X.125,HSS2.875X0.125,HSS73X3.2,HSS73X3.2
HSS,HSS2.5X.250,HSS2.500X0.250,HSS63.5X6.4,HSS63.5X6.4
HSS,HSS2.5X.188,HSS2.500X0.188,HSS63.5X4.8,HSS63.5X4.8
HSS,HSS2.5X.125,HSS2.500X0.125,HSS63.5X3.2,HSS63.5X3.2
HSS,HSS2.375X.250,HSS2.375X0.250,HSS60.3X6.4,HSS60.3X6.4
HSS,HSS2.375X.218,HSS2.375X0.218,HSS60.3X5.5,HSS60.3X5.5
HSS,HSS2.375X.188,HSS2.375X0.188,HSS60.3X4.8,HSS60.3X4.8
HSS,HSS2.375X.154,HSS2.375X0.154,HSS60.3X3.9,HSS60.3X3.9
HSS,HSS2.375X.125,HSS2.375X0.125,HSS60.3X3.2,HSS60.3X3.2
HSS,HSS1.9X.188,HSS1.900X0.188,HSS48.3X4.8,HSS48.3X4.8
HSS,HSS1.9X.145,HSS1.900X0.145,HSS48.3X3.7,HSS48.3X3.7
HSS,HSS1.9X.120,HSS1.900X0.120,HSS48.3X3.0,HSS48.3X3.0
HSS,HSS1.66X.140,HSS1.660X0.140,HSS42.2X3.6,HSS42.2X3.6
PIPE,Pipe26STD,Pipe26STD,Pipe650STD,Pipe650STD
PIPE,Pipe24SCH20,Pipe24STD,Pipe600STD,Pipe600STD
PIPE,Pipe20SCH20,Pipe20STD,Pipe500STD,Pipe500STD
PIPE,Pipe18STD,Pipe18STD,Pipe450STD,Pipe450STD
PIPE,Pipe16SCH30,Pipe16STD,Pipe400STD,Pipe400STD
PIPE,Pipe14SCH30,Pipe14STD,Pipe350STD,Pipe350STD
PIPE,Pipe12STD,Pipe12STD,Pipe300STD,Pipe300STD
PIPE,Pipe10SCH40,Pipe10STD,Pipe250STD,Pipe250STD
PIPE,Pipe8SCH40,Pipe8STD,Pipe200STD,Pipe200STD
PIPE,Pipe6SCH40,Pipe6STD,Pipe150STD,Pipe150STD
PIPE,Pipe5SCH40,Pipe5STD,Pipe125STD,Pipe125STD
PIPE,Pipe4SCH40,Pipe4STD,Pipe100STD,Pipe100STD
PIPE,Pipe3-1/2SCH40,Pipe3-1/2STD,Pipe90STD,Pipe90STD
PIPE,Pipe3SCH40,Pipe3STD,Pipe80STD,Pipe80STD
PIPE,Pipe2-1/2SCH40,Pipe2-1/2STD,Pipe65STD,Pipe65STD
PIPE,Pipe2SCH40,Pipe2STD,Pipe50STD,Pipe50STD
PIPE,Pipe1-1/2SCH40,Pipe1-1/2STD,Pipe40STD,Pipe40STD
PIPE,Pipe1-1/4SCH40,Pipe1-1/4STD,Pipe32STD,Pipe32STD
PIPE,Pipe1SCH40,Pipe1STD,Pipe25STD,Pipe25STD
PIPE,Pipe3/4SCH40,Pipe3/4STD,Pipe20STD,Pipe20STD
PIPE,Pipe1/2SCH40,Pipe1/2STD,Pipe15STD,Pipe15STD
PIPE,Pipe26SCH20,Pipe26XS,Pipe650XS,Pipe650XS
PIPE,Pipe24XS,Pipe24XS,Pipe600XS,Pipe600XS
PIPE,Pipe20SCH30,Pipe20XS,Pipe500XS,Pipe500XS
PIPE,Pipe18XS,Pipe18XS,Pipe450XS,Pipe450XS
PIPE,Pipe16SCH40,Pipe16XS,Pipe400XS,Pipe400XS
PIPE,Pipe14XS,Pipe14XS,Pipe350XS,Pipe350XS
PIPE,Pipe12XS,Pipe12XS,Pipe300XS,Pipe300XS
PIPE,Pipe10SCH80,Pipe10XS,Pipe250XS,Pipe250XS
PIPE,Pipe8SCH80,Pipe8XS,Pipe200XS,Pipe200XS
PIPE,Pipe6SCH80,Pipe6XS,Pipe150XS,Pipe150XS
PIPE,Pipe5SCH80,Pipe5XS,Pipe125XS,Pipe125XS
PIPE,Pipe4SCH80,Pipe4XS,Pipe100XS,Pipe100XS
PIPE,Pipe3-1/2SCH80,Pipe3-1/2XS,Pipe90XS,Pipe90XS
PIPE,Pipe3SCH80,Pipe3XS,Pipe80XS,Pipe80XS
PIPE,Pipe2-1/2SCH80,Pipe2-1/2XS,Pipe65XS,Pipe65XS
PIPE,Pipe2SCH80,Pipe2XS,Pipe50XS,Pipe50XS
PIPE,Pipe1-1/2SCH80,Pipe1-1/2XS,Pipe40XS,Pipe40XS
PIPE,Pipe1-1/4SCH80,Pipe1-1/4XS,Pipe32XS,Pipe32XS
PIPE,Pipe1SCH80,Pipe1XS,Pipe25XS,Pipe25XS
PIPE,Pipe3/4SCH80,Pipe3/4XS,Pipe20XS,Pipe20XS
PIPE,Pipe1/2SCH80,Pipe1/2XS,Pipe15XS,Pipe15XS
PIPE,Pipe12SCH120,Pipe12XXS,Pipe300XXS,Pipe300XXS
PIPE,Pipe10SCH140,Pipe10XXS,Pipe250XXS,Pipe250XXS
PIPE,Pipe8XXS,Pipe8XXS,Pipe200XXS,Pipe200XXS
PIPE,Pipe6XXS,Pipe6XXS,Pipe150XXS,Pipe150XXS
PIPE,Pipe5XXS,Pipe5XXS,Pipe125XXS,Pipe125XXS
PIPE,Pipe4XXS,Pipe4XXS,Pipe100XXS,Pipe100XXS
PIPE,Pipe3XXS,Pipe3XXS,Pipe80XXS,Pipe80XXS
PIPE,Pipe2-1/2XXS,Pipe2-1/2XXS,Pipe65XXS,Pipe65XXS
PIPE,Pipe2XXS,Pipe2XXS,Pipe50XXS,Pipe50XXS
,,,,
,,,,
